actor,filmId,genre,producer,rating,title
Chris Evans,259910.0,TV Movie,Brad Baruh,7.0,Marvel Studios: Assembling a Universe
Chris Hemsworth,259910.0,TV Movie,Brad Baruh,7.0,Marvel Studios: Assembling a Universe
Al Pacino,9563.0,Drama,Clayton Townsend,7.0,Any Given Sunday
Jamie Foxx,9563.0,Drama,Clayton Townsend,7.0,Any Given Sunday
Paul Giamatti,1850.0,Comedy,Danny DeVito,7.0,Man on the Moon
Jim Carrey,1850.0,Comedy,Danny DeVito,7.0,Man on the Moon
Matt Damon,1213.0,Thriller,Tom Sternberg,7.0,The Talented Mr. Ripley
Hugh Dancy,75802.0,Comedy,Sarah Curtis,7.0,Hysteria
Jude Law,1213.0,Thriller,Tom Sternberg,7.0,The Talented Mr. Ripley
Chris Hemsworth,22970.0,Horror,Joss Whedon,7.0,The Cabin in the Woods
Adrien Brody,74308.0,Drama,Greg Shapiro,7.0,Detachment
Bryan Cranston,74308.0,Drama,Greg Shapiro,7.0,Detachment
Tom Hiddleston,259910.0,TV Movie,Brad Baruh,7.0,Marvel Studios: Assembling a Universe
Bill Murray,52826.0,Science Fiction,Lorne Michaels,7.0,Nothing Lasts Forever
Channing Tatum,64688.0,Action,Neal H. Moritz,7.0,21 Jump Street
Johnny Depp,64688.0,Action,Neal H. Moritz,7.0,21 Jump Street
Jeremy Renner,259910.0,TV Movie,Brad Baruh,7.0,Marvel Studios: Assembling a Universe
Forest Whitaker,13342.0,Comedy,Art Linson,7.0,Fast Times at Ridgemont High
Nicolas Cage,13342.0,Comedy,Art Linson,7.0,Fast Times at Ridgemont High
Will Ferrell,38055.0,Animation,Lara Breay,7.0,Megamind
Kevin Costner,287.0,Comedy,Mark Burg,7.0,Bull Durham
Jude Law,58574.0,Adventure,Joel Silver,7.0,Sherlock Holmes: A Game of Shadows
John Cusack,243.0,Comedy,Tim Bevan,7.0,High Fidelity
Dustin Hoffman,879.0,Adventure,Frank Marshall,7.0,Hook
Hugh Dancy,50837.0,Drama,Antonio Campos,7.0,Martha Marcy May Marlene
J.K. Simmons,56401.0,Drama,Julie W. Noll,7.0,The Music Never Stopped
John Goodman,74643.0,Drama,Thomas Langmann,7.0,The Artist
Joseph Gordon-Levitt,40807.0,Comedy,Seth Rogen,7.0,50/50
Robert Duvall,17529.0,Western,Paul Nathan,7.0,True Grit
Don Cheadle,40841.0,Action,Peter McCarthy,7.0,Roadside Prophets
John Cusack,40841.0,Action,Peter McCarthy,7.0,Roadside Prophets
Forest Whitaker,330459.0,Action,Simon Emanuel,7.0,Rogue One: A Star Wars Story
Brad Pitt,10083.0,Action,Robert Garland,7.0,No Way Out
Bill Murray,522.0,Comedy,Tim Burton,7.0,Ed Wood
Kevin Costner,10083.0,Action,Robert Garland,7.0,No Way Out
Clint Eastwood,10747.0,Drama,Robert Daley,7.0,The Outlaw Josey Wales
Steve Buscemi,11305.0,Crime,Jim Stark,7.0,Mystery Train
Benedict Cumberbatch,49517.0,Drama,Tim Bevan,7.0,Tinker Tailor Soldier Spy
Colin Firth,49517.0,Drama,Tim Bevan,7.0,Tinker Tailor Soldier Spy
Tom Hardy,49517.0,Drama,Tim Bevan,7.0,Tinker Tailor Soldier Spy
Gary Oldman,49517.0,Drama,Tim Bevan,7.0,Tinker Tailor Soldier Spy
Jeremy Renner,24428.0,Science Fiction,Kevin Feige,7.0,The Avengers
Tom Hiddleston,24428.0,Science Fiction,Kevin Feige,7.0,The Avengers
Robert Downey Jr.,12187.0,Fantasy,Sean Daniel,7.0,Heart and Souls
Samuel L. Jackson,21183.0,Drama,Paul Maslansky,7.0,Fluke
Forest Whitaker,801.0,Comedy,Mark Johnson,7.0,"Good Morning, Vietnam"
Kevin Spacey,50839.0,Thriller,Zachary Quinto,7.0,Margin Call
Robert Downey Jr.,58574.0,Adventure,Joel Silver,7.0,Sherlock Holmes: A Game of Shadows
Stanley Tucci,70160.0,Science Fiction,Jon Kilik,7.0,The Hunger Games
Woody Harrelson,70160.0,Science Fiction,Jon Kilik,7.0,The Hunger Games
Harrison Ford,838.0,Comedy,Francis Ford Coppola,7.0,American Graffiti
James McAvoy,51052.0,Drama,Peter Lord,7.0,Arthur Christmas
Dwayne Johnson,277834.0,Adventure,Osnat Shurer,7.0,Moana
Al Pacino,17443.0,Crime,Norman Jewison,7.0,...And Justice for All
Tom Hiddleston,57212.0,Drama,Steven Spielberg,7.0,War Horse
Benedict Cumberbatch,57212.0,Drama,Steven Spielberg,7.0,War Horse
George Clooney,65057.0,Comedy,Jim Taylor,7.0,The Descendants
Gary Oldman,365942.0,Romance,Richard Barton Lewis,7.0,The Space Between Us
Ben Kingsley,44826.0,Adventure,Johnny Depp,7.0,Hugo
Jude Law,44826.0,Adventure,Johnny Depp,7.0,Hugo
Daniel Craig,17578.0,Adventure,Steven Spielberg,7.0,The Adventures of Tintin
Bryan Cranston,69735.0,Action,Lauren Montgomery,7.0,Batman: Year One
Forest Whitaker,11690.0,Action,Yoram Globus,7.0,Bloodsport
Clint Eastwood,94623.0,Documentary,Frank Marshall,7.0,Directed by John Ford
Michael Fassbender,76025.0,Drama,Emile Sherman,7.0,Shame
Sean Penn,53487.0,Drama,Andrea Occhipinti,7.0,This Must Be the Place
Stanley Tucci,50839.0,Thriller,Zachary Quinto,7.0,Margin Call
Jeremy Irons,50839.0,Thriller,Zachary Quinto,7.0,Margin Call
Christoph Waltz,72113.0,Comedy,Saïd Ben Saïd,7.0,Carnage
J.K. Simmons,38055.0,Animation,Lara Breay,7.0,Megamind
J.K. Simmons,10872.0,Comedy,Jerry Bruckheimer,7.0,The Ref
Forest Whitaker,24679.0,Drama,Clint Eastwood,7.0,Bird
Colin Firth,5333.0,Thriller,David Koepp,7.0,Apartment Zero
Brad Pitt,38055.0,Animation,Lara Breay,7.0,Megamind
John Goodman,10198.0,Romance,Peter Del Vecho,7.0,The Princess and the Frog
Jeremy Irons,1572.0,Action,John McTiernan,7.0,Die Hard: With a Vengeance
Matt Damon,22954.0,Drama,Clint Eastwood,7.0,Invictus
Morgan Freeman,22954.0,Drama,Clint Eastwood,7.0,Invictus
Stanley Tucci,7980.0,Fantasy,Peter Jackson,7.0,The Lovely Bones
Mark Wahlberg,7980.0,Fantasy,Peter Jackson,7.0,The Lovely Bones
Robert Downey Jr.,10528.0,Action,Joel Silver,7.0,Sherlock Holmes
Keanu Reeves,401104.0,Drama,Bonnie Curtis,7.0,To the Bone
Ben Affleck,2293.0,Romance,Scott Mosier,7.0,Mallrats
Russell Crowe,16995.0,Action,Tim Bevan,7.0,State of Play
Ben Affleck,16995.0,Action,Tim Bevan,7.0,State of Play
Jason Bateman,16995.0,Action,Tim Bevan,7.0,State of Play
Robert Duvall,10126.0,Action,Robert H. Solo,7.0,Colors
Sean Penn,10126.0,Action,Robert H. Solo,7.0,Colors
Jake Gyllenhaal,7445.0,Drama,Michael De Luca,7.0,Brothers
Steve Buscemi,28089.0,Drama,Mark Gordon,7.0,The Messenger
Colin Firth,34653.0,Drama,Chris Weitz,7.0,A Single Man
Woody Harrelson,28089.0,Drama,Mark Gordon,7.0,The Messenger
Jude Law,10528.0,Action,Joel Silver,7.0,Sherlock Holmes
Robert Duvall,25196.0,Drama,Robert Duvall,7.0,Crazy Heart
Tommy Lee Jones,16769.0,Drama,Bernard Schwartz,7.0,Coal Miner's Daughter
Dustin Hoffman,9576.0,Comedy,Sydney Pollack,7.0,Tootsie
Bill Murray,9576.0,Comedy,Sydney Pollack,7.0,Tootsie
Jude Law,644.0,Drama,Steven Spielberg,7.0,A.I. Artificial Intelligence
Ben Kingsley,644.0,Drama,Steven Spielberg,7.0,A.I. Artificial Intelligence
Gary Oldman,57978.0,Drama,Graham Benson,7.0,Meantime
Ben Kingsley,11826.0,Crime,Jeremy Thomas,7.0,Sexy Beast
Jean Reno,60670.0,Crime,Alain Goldman,7.0,The Crimson Rivers
Jeff Bridges,25196.0,Drama,Robert Duvall,7.0,Crazy Heart
John Cusack,19200.0,Thriller,Robert Greenhut,7.0,Shadows and Fog
Samuel L. Jackson,1572.0,Action,John McTiernan,7.0,Die Hard: With a Vengeance
Michael Caine,28430.0,Science Fiction,Val Guest,7.0,The Day the Earth Caught Fire
Jeremy Irons,340101.0,Romance,Stephen Woolley,7.0,Their Finest
Gary Oldman,20504.0,Action,David Valdes,7.0,The Book of Eli
Steve Buscemi,500.0,Crime,Lawrence Bender,8.0,Reservoir Dogs
Robert Duvall,238.0,Drama,Albert S. Ruddy,8.0,The Godfather
Al Pacino,238.0,Drama,Albert S. Ruddy,8.0,The Godfather
Al Pacino,9504.0,Crime,Jerry Tokofsky,8.0,Glengarry Glen Ross
Bill Murray,11545.0,Comedy,Barry Mendel,8.0,Rushmore
Tom Hanks,862.0,Animation,Bonnie Arnold,8.0,Toy Story
Paul Giamatti,37165.0,Comedy,Edward S. Feldman,8.0,The Truman Show
Tom Hanks,857.0,Drama,Steven Spielberg,8.0,Saving Private Ryan
Matt Damon,857.0,Drama,Steven Spielberg,8.0,Saving Private Ryan
Bryan Cranston,857.0,Drama,Steven Spielberg,8.0,Saving Private Ryan
Channing Tatum,137106.0,Adventure,Roy Lee,8.0,The Lego Movie
Will Ferrell,137106.0,Adventure,Roy Lee,8.0,The Lego Movie
Chris Pratt,137106.0,Adventure,Roy Lee,8.0,The Lego Movie
Morgan Freeman,137106.0,Adventure,Roy Lee,8.0,The Lego Movie
Paul Giamatti,857.0,Drama,Steven Spielberg,8.0,Saving Private Ryan
William H. Macy,126319.0,Animation,Didier Brunner,8.0,Ernest & Celestine
Paul Giamatti,126319.0,Animation,Didier Brunner,8.0,Ernest & Celestine
Forest Whitaker,126319.0,Animation,Didier Brunner,8.0,Ernest & Celestine
Chris Pratt,152601.0,Romance,Megan Ellison,8.0,Her
Joaquin Phoenix,152601.0,Romance,Megan Ellison,8.0,Her
Robert De Niro,117.0,Crime,Art Linson,8.0,The Untouchables
Kevin Costner,117.0,Crime,Art Linson,8.0,The Untouchables
Benedict Cumberbatch,57158.0,Adventure,Carolynne Cunningham,8.0,The Hobbit: The Desolation of Smaug
Ian McKellen,57158.0,Adventure,Carolynne Cunningham,8.0,The Hobbit: The Desolation of Smaug
Joseph Gordon-Levitt,149870.0,Animation,Toshio Suzuki,8.0,The Wind Rises
William H. Macy,149870.0,Animation,Toshio Suzuki,8.0,The Wind Rises
Stanley Tucci,149870.0,Animation,Toshio Suzuki,8.0,The Wind Rises
Hugh Jackman,146233.0,Drama,Broderick Johnson,8.0,Prisoners
Jake Gyllenhaal,146233.0,Drama,Broderick Johnson,8.0,Prisoners
Chris Hemsworth,96721.0,Drama,Andrew Eaton,8.0,Rush
Don Cheadle,4995.0,Drama,Paul Thomas Anderson,8.0,Boogie Nights
Anthony Hopkins,1955.0,Drama,Jonathan Sanger,8.0,The Elephant Man
Johnny Depp,162.0,Fantasy,Denise Di Novi,8.0,Edward Scissorhands
Brad Pitt,76203.0,Drama,Brad Pitt,8.0,12 Years a Slave
Tommy Lee Jones,6470.0,Action,Bill Badalato,5.0,Fire Birds
Keanu Reeves,124972.0,Drama,Alison Palmer Bourke,5.0,Generation Um...
Hugh Jackman,127585.0,Action,Lauren Shuler Donner,8.0,X-Men: Days of Future Past
Ian McKellen,127585.0,Action,Lauren Shuler Donner,8.0,X-Men: Days of Future Past
Ben Affleck,141052.0,Action,Charles Roven,5.0,Justice League
Mark Ruffalo,284053.0,Action,Kevin Feige,5.0,Thor: Ragnarok
John Goodman,17711.0,Action,Robert De Niro,5.0,The Adventures of Rocky & Bullwinkle
Adrien Brody,29159.0,Crime,Adrien Brody,5.0,Giallo
Jean Reno,241432.0,Drama,Barbara Romer,5.0,Days and Nights
Forest Whitaker,74946.0,Romance,Peter R. McIntosh,5.0,Feast of All Saints
Nicolas Cage,83105.0,Drama,John Kemeny,5.0,The Boy in Blue
Michael Fassbender,20533.0,Action,Akiva Goldsman,5.0,Jonah Hex
Michael Caine,580.0,Adventure,Joseph Sargent,5.0,Jaws: The Revenge
Robert De Niro,17711.0,Action,Robert De Niro,5.0,The Adventures of Rocky & Bullwinkle
Morgan Freeman,91767.0,Drama,Paul Newman,5.0,Harry & Son
Ewan McGregor,46924.0,Drama,Robert F. Colesberry,5.0,Being Human
Al Pacino,373314.0,Drama,Ellen S. Wander,5.0,Misconduct
Stanley Tucci,265208.0,Thriller,Steve Chasman,5.0,Wild Card
Anthony Hopkins,373314.0,Drama,Ellen S. Wander,5.0,Misconduct
Woody Harrelson,11517.0,Action,Neil Canton,5.0,Money Train
Brad Pitt,45145.0,Comedy,Yoram Mandel,5.0,Johnny Suede
Jason Statham,265208.0,Thriller,Steve Chasman,5.0,Wild Card
Geoffrey Rush,205584.0,Fantasy,Basil Iwanyk,5.0,Gods of Egypt
Channing Tatum,17186.0,Action,Richard Gabai,5.0,Supercross
Samuel L. Jackson,45145.0,Comedy,Yoram Mandel,5.0,Johnny Suede
Bill Murray,8920.0,Animation,John Davis,5.0,Garfield
John Cusack,243938.0,Comedy,Andrew Panay,5.0,Hot Tub Time Machine 2
Christopher Walken,9890.0,Action,Scott Rudin,5.0,The Stepford Wives
Tom Hiddleston,208028.0,Drama,Gayle Griffiths,5.0,Exhibition
Jake Gyllenhaal,48706.0,Adventure,Martin Brest,5.0,Josh and S.A.M.
William H. Macy,228109.0,Comedy,Eric B. Fleischman,5.0,Two-Bit Waltz
Robert De Niro,122800.0,Mystery,50 Cent,5.0,Freelancers
Gary Oldman,2331.0,History,Roberta Cadringher,5.0,Jesus
Johnny Depp,210860.0,Comedy,Christi Dembrowski,5.0,Mortdecai
Jim Carrey,316154.0,Thriller,Megan Ellison,5.0,The Bad Batch
Paul Giamatti,9697.0,Drama,Sam Mercer,5.0,Lady in the Water
Owen Wilson,329833.0,Comedy,Scott Rudin,5.0,Zoolander 2
William H. Macy,323967.0,Drama,Christine Holder,5.0,Walter
Al Pacino,254023.0,Drama,Barry Levinson,5.0,The Humbling
Owen Wilson,1819.0,Comedy,Owen Wilson,5.0,"You, Me and Dupree"
Benedict Cumberbatch,329833.0,Comedy,Scott Rudin,5.0,Zoolander 2
Christopher Plummer,85230.0,Horror,Gary Howsam,5.0,The Clown at Midnight
Matt Damon,1792.0,Comedy,Bobby Farrelly,5.0,Stuck on You
Christopher Plummer,255157.0,Thriller,Al Corley,5.0,The Forger
Mark Wahlberg,237584.0,Thriller,William Monahan,5.0,Mojave
Forest Whitaker,15366.0,Drama,Ted Kroeber,5.0,American Gun
Robert Downey Jr.,80919.0,Comedy,Bryan Iler,5.0,Game 6
Steve Buscemi,347969.0,Comedy,Adam Sandler,5.0,The Ridiculous 6
Brad Pitt,10917.0,Crime,Susan Weber-Gold,5.0,Too Young to Die?
Keanu Reeves,316154.0,Thriller,Megan Ellison,5.0,The Bad Batch
Will Ferrell,329833.0,Comedy,Scott Rudin,5.0,Zoolander 2
Bill Murray,9513.0,Animation,John Davis,5.0,Garfield: A Tail of Two Kitties
Ben Stiller,329833.0,Comedy,Scott Rudin,5.0,Zoolander 2
Peter Dinklage,244580.0,Drama,Albert Berger,5.0,Low Down
Brad Pitt,10909.0,Thriller,Steve Golin,6.0,Kalifornia
Joaquin Phoenix,12777.0,Drama,Birgitte Hald,6.0,It's All About Love
Anthony Hopkins,49126.0,Fantasy,Joe Wizan,6.0,Audrey Rose
Sean Penn,12777.0,Drama,Birgitte Hald,6.0,It's All About Love
Tom Hanks,5255.0,Adventure,Robert Zemeckis,6.0,The Polar Express
Matt Damon,10684.0,Drama,John Davis,6.0,Courage Under Fire
Denzel Washington,10684.0,Drama,John Davis,6.0,Courage Under Fire
Javier Bardem,4507.0,Comedy,Andrés Vicente Gómez,6.0,Jamon Jamon
George Clooney,7300.0,Comedy,Lynda Obst,6.0,One Fine Day
Jim Carrey,9273.0,Crime,Bob Israel,6.0,Ace Ventura: When Nature Calls
Will Ferrell,10719.0,Comedy,Todd Komarnicki,6.0,Elf
Peter Dinklage,10719.0,Comedy,Todd Komarnicki,6.0,Elf
Michael Caine,31640.0,Crime,Jeremy Thomas,6.0,Blood and Wine
Keanu Reeves,605.0,Adventure,Joel Silver,6.0,The Matrix Revolutions
Anthony Hopkins,10922.0,Drama,Tom Rosenberg,6.0,The Human Stain
Ewan McGregor,2212.0,Action,Michael Obel,6.0,Nightwatch
Tommy Lee Jones,12146.0,Thriller,Brian Grazer,6.0,The Missing
Colin Firth,3635.0,Drama,Anand Tucker,6.0,Girl with a Pearl Earring
Michael Caine,41488.0,Drama,Norman Jewison,6.0,The Statement
Robert Downey Jr.,9089.0,Comedy,Jodie Foster,6.0,Home for the Holidays
Jason Bateman,9472.0,Comedy,Ben Stiller,6.0,DodgeBall: A True Underdog Story
Kevin Spacey,17993.0,Romance,Peter Kaufman,6.0,Henry & June
Jamie Foxx,16428.0,Comedy,Lisa Tornell,6.0,Breakin' All the Rules
Hugh Jackman,7131.0,Horror,Stephen Sommers,6.0,Van Helsing
Christopher Plummer,44691.0,Drama,Bill McCutchen,6.0,The Scarlet and the Black
Christopher Walken,54022.0,Action,Ruth Charny,6.0,Search and Destroy
John Cusack,10608.0,Comedy,Forrest Murray,6.0,Bob Roberts
Mark Ruffalo,10096.0,Comedy,Susan Arnold,6.0,13 Going on 30
Ewan McGregor,237.0,Drama,Jeremy Thomas,6.0,Young Adam
Hugh Dancy,14442.0,Family,David Parfitt,6.0,Ella Enchanted
Benicio del Toro,10632.0,Drama,James Jacks,6.0,The Hunted
Willem Dafoe,10742.0,Drama,Pieter Jan Brugge,6.0,The Clearing
Hugh Dancy,9477.0,Adventure,Jerry Bruckheimer,6.0,King Arthur
Don Cheadle,13573.0,Crime,Kevin Spacey,6.0,The United States of Leland
Ryan Gosling,13573.0,Crime,Kevin Spacey,6.0,The United States of Leland
Gary Oldman,17993.0,Romance,Peter Kaufman,6.0,Henry & June
Ben Stiller,9472.0,Comedy,Ben Stiller,6.0,DodgeBall: A True Underdog Story
Kevin Costner,10478.0,Comedy,Gary Foster,6.0,Tin Cup
Tom Cruise,2119.0,Adventure,Jerry Bruckheimer,6.0,Days of Thunder
Don Cheadle,10652.0,War,James Carabatsos,6.0,Hamburger Hill
Robert Downey Jr.,35196.0,Drama,Sarah Blackburn,6.0,Restoration
Ian McKellen,35196.0,Drama,Sarah Blackburn,6.0,Restoration
J.K. Simmons,11306.0,Drama,Elizabeth Hurley,6.0,Extreme Measures
Ryan Reynolds,5521.0,Drama,Brad Van Arragon,6.0,Finder's Fee
George Clooney,12241.0,Comedy,Raul Puig,6.0,Curdled
Christopher Walken,9333.0,Action,Walter Hill,6.0,Last Man Standing
Kevin Spacey,13573.0,Crime,Kevin Spacey,6.0,The United States of Leland
Javier Bardem,171229.0,Romance,Andrés Vicente Gómez,6.0,Second Skin
Woody Harrelson,106143.0,Comedy,James L. Brooks,6.0,I'll Do Anything
John Goodman,25389.0,Comedy,Michael Finnell,6.0,Matinee
Ian McKellen,106143.0,Comedy,James L. Brooks,6.0,I'll Do Anything
Ben Affleck,14684.0,Drama,Stanley R. Jaffe,6.0,School Ties
Matt Damon,14684.0,Drama,Stanley R. Jaffe,6.0,School Ties
Al Pacino,27554.0,Drama,Dominick Dunne,6.0,The Panic in Needle Park
Robert Duvall,2119.0,Adventure,Jerry Bruckheimer,6.0,Days of Thunder
John Goodman,24798.0,Comedy,David Byrne,6.0,True Stories
Dwayne Johnson,11358.0,Adventure,Lucas Foster,6.0,Walking Tall
Steve Buscemi,13700.0,Animation,Alice Dewey,6.0,Home on the Range
Geoffrey Rush,10544.0,Action,Lynda House,6.0,Ned Kelly
J.K. Simmons,2023.0,Western,Casey Silver,6.0,Hidalgo
Viggo Mortensen,2023.0,Western,Casey Silver,6.0,Hidalgo
Matt Damon,9352.0,Comedy,Jackie Marcus Schaffer,6.0,EuroTrip
Harrison Ford,35227.0,Drama,Irving Thalberg,6.0,Foolish Wives
Chris Evans,13505.0,Comedy,Roger Birnbaum,6.0,The Perfect Score
Robert De Niro,37774.0,Drama,Sam Spiegel,6.0,The Last Tycoon
Ben Stiller,5966.0,Comedy,Danny DeVito,6.0,Along Came Polly
Tommy Lee Jones,31642.0,History,Robert Kline,6.0,Heaven & Earth
James Franco,52036.0,Drama,Neve Campbell,6.0,The Company
Paul Giamatti,9620.0,Action,John Davis,6.0,Paycheck
Steve Buscemi,52936.0,Comedy,Jim Stark,6.0,In the Soup
Forest Whitaker,9294.0,Drama,Barbara Boyle,6.0,Phenomenon
Robert Duvall,9294.0,Drama,Barbara Boyle,6.0,Phenomenon
Viggo Mortensen,11228.0,Action,John Davis,6.0,Daylight
Stanley Tucci,52936.0,Comedy,Jim Stark,6.0,In the Soup
Ben Stiller,9894.0,Comedy,Judd Apatow,6.0,The Cable Guy
Ben Affleck,9620.0,Action,John Davis,6.0,Paycheck
Clint Eastwood,6723.0,Action,David Valdes,6.0,The Rookie
Denzel Washington,14462.0,Drama,Scott Rudin,6.0,The Manchurian Candidate
Dustin Hoffman,31546.0,Drama,Gregory Mosher,6.0,American Buffalo
J.K. Simmons,5516.0,Comedy,Joel Coen,6.0,The Ladykillers
Tom Hanks,5516.0,Comedy,Joel Coen,6.0,The Ladykillers
Ben Affleck,9541.0,Comedy,Scott Mosier,6.0,Jersey Girl
Matt Damon,9541.0,Comedy,Scott Mosier,6.0,Jersey Girl
Colin Farrell,16941.0,Romance,Stephen Woolley,6.0,Intermission
Steve Buscemi,10061.0,Action,Debra Hill,6.0,Escape from L.A.
Bill Murray,10433.0,Comedy,Martin Scorsese,6.0,Mad Dog and Glory
Jeremy Irons,119623.0,Drama,Eberhard Junkersdorf,6.0,Swann in Love
Robert De Niro,10433.0,Comedy,Martin Scorsese,6.0,Mad Dog and Glory
Al Pacino,10174.0,Documentary,Tim Clawson,6.0,Madonna: Truth or Dare
Kevin Costner,10174.0,Documentary,Tim Clawson,6.0,Madonna: Truth or Dare
Jeff Bridges,5228.0,Comedy,Harold Schneider,6.0,Stay Hungry
Michael Caine,42525.0,Action,James Clavell,6.0,The Last Valley
Willem Dafoe,25935.0,Crime,Caroline Wood,6.0,The Reckoning
Antonio Banderas,10174.0,Documentary,Tim Clawson,6.0,Madonna: Truth or Dare
Tom Hardy,25935.0,Crime,Caroline Wood,6.0,The Reckoning
Johnny Depp,1586.0,Thriller,Gavin Polone,6.0,Secret Window
Clint Eastwood,11707.0,Mystery,Clint Eastwood,6.0,Tightrope
Ben Kingsley,11566.0,Comedy,Ivan Reitman,6.0,Dave
Samuel L. Jackson,11412.0,Crime,Stephanie Austin,6.0,The Long Kiss Goodnight
George Clooney,6623.0,Action,Branko Lustig,6.0,The Peacemaker
Idris Elba,9104.0,Drama,Rainer Grupe,6.0,Buffalo Soldiers
Anthony Hopkins,10467.0,Comedy,Robert F. Colesberry,6.0,The Road to Wellville
Nicolas Cage,1701.0,Action,Jerry Bruckheimer,6.0,Con Air
John Cusack,1701.0,Action,Jerry Bruckheimer,6.0,Con Air
Anthony Hopkins,29805.0,Thriller,Richard Alan Simmons,6.0,Juggernaut
Samuel L. Jackson,9257.0,Action,Dan Halsted,6.0,S.W.A.T.
Sean Penn,47359.0,Drama,John Kohn,6.0,Racing with the Moon
Al Pacino,11458.0,Drama,Michael Nozik,6.0,People I Know
Nicolas Cage,47359.0,Drama,John Kohn,6.0,Racing with the Moon
Paul Giamatti,10743.0,Action,Michael Ohoven,6.0,Confidence
Colin Farrell,9257.0,Action,Dan Halsted,6.0,S.W.A.T.
Dustin Hoffman,10743.0,Action,Michael Ohoven,6.0,Confidence
Jeremy Renner,9257.0,Action,Dan Halsted,6.0,S.W.A.T.
Keanu Reeves,3101.0,Action,Jeffrey Lurie,6.0,I Love You to Death
Woody Harrelson,29355.0,Comedy,Anthea Sylbert,6.0,Wildcats
Will Ferrell,816.0,Science Fiction,Demi Moore,6.0,Austin Powers: International Man of Mystery
Steve Buscemi,7007.0,Action,Peter Kaufman,6.0,Rising Sun
Stanley Tucci,12661.0,Comedy,Mike Lobell,6.0,Undercover Blues
Morgan Freeman,9437.0,Drama,David Brown,6.0,Kiss the Girls
Dustin Hoffman,12615.0,Drama,Robert F. Colesberry,6.0,Death of a Salesman
Joaquin Phoenix,12723.0,Drama,Brian Grazer,6.0,Inventing the Abbotts
Mark Wahlberg,11858.0,Comedy,Robert Greenhut,6.0,Renaissance Man
Woody Harrelson,9506.0,Comedy,Barry Bernardi,6.0,Anger Management
Nicolas Cage,19053.0,Comedy,Wayne Crawford,6.0,Valley Girl
Joaquin Phoenix,9104.0,Drama,Rainer Grupe,6.0,Buffalo Soldiers
Robert Duvall,636.0,Drama,Edward Folger,6.0,THX 1138
Samuel L. Jackson,6072.0,Drama,Bruce Davey,6.0,One Eight Seven
Ewan McGregor,10720.0,Action,Bruce Cohen,6.0,Down with Love
Viggo Mortensen,4421.0,Action,Ridley Scott,6.0,G.I. Jane
Patrick Stewart,8834.0,Action,Richard Donner,6.0,Conspiracy Theory
Christopher Walken,26180.0,Action,Alicia Silverstone,6.0,Excess Baggage
Robert Duvall,42500.0,Action,Michael Winner,6.0,Lawman
Robert De Niro,12637.0,Drama,Irwin Winkler,6.0,"New York, New York"
Benicio del Toro,26180.0,Action,Alicia Silverstone,6.0,Excess Baggage
Gary Oldman,9772.0,Action,Wolfgang Petersen,6.0,Air Force One
Robert De Niro,42589.0,Comedy,Charles Hirsch,6.0,"Hi, Mom!"
Gary Oldman,2088.0,Action,Hilary Henkin,6.0,Romeo Is Bleeding
Ryan Reynolds,36648.0,Science Fiction,David S. Goyer,6.0,Blade: Trinity
John Cusack,10467.0,Comedy,Robert F. Colesberry,6.0,The Road to Wellville
Paul Giamatti,8874.0,Comedy,Jerry Zucker,6.0,My Best Friend's Wedding
Michael Caine,11463.0,Action,Benjamin Fisz,6.0,Battle of Britain
Christopher Plummer,11463.0,Action,Benjamin Fisz,6.0,Battle of Britain
Christopher Plummer,1966.0,War,Iain Smith,6.0,Alexander
Colin Farrell,1966.0,War,Iain Smith,6.0,Alexander
Jean Reno,65889.0,Comedy,Alison Owen,6.0,Roseanna's Grave
Steve Carell,11894.0,Comedy,John Hughes,6.0,Curly Sue
Anthony Hopkins,1966.0,War,Iain Smith,6.0,Alexander
Ben Stiller,9614.0,Comedy,Robert Simonds,6.0,Happy Gilmore
Harrison Ford,9772.0,Action,Wolfgang Petersen,6.0,Air Force One
Colin Firth,31939.0,Drama,Alan Marshall,6.0,Another Country
Nicolas Cage,2059.0,Adventure,Jerry Bruckheimer,6.0,National Treasure
Ryan Reynolds,5146.0,Action,Elie Samaha,6.0,The In-Laws
Christopher Plummer,2059.0,Adventure,Jerry Bruckheimer,6.0,National Treasure
William H. Macy,9772.0,Action,Wolfgang Petersen,6.0,Air Force One
Clint Eastwood,14881.0,Western,Sidney Beckerman,6.0,Joe Kidd
